seine_id,site_name,year,seagrass/unvegetated,lat,long,date,time,distance_m,common_name,genus,species,length_mm,weight_g,trophic_level
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,55,3.357,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,44,1.711,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,56,3.545,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,57,3.739,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,55,3.357,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,53,3.002,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,43,1.596,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,42,1.487,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,47,2.088,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,55,3.357,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,43,1.596,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,46,1.957,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,42,1.487,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,95,17.489,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,48,2.225,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,43,1.596,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Shiner Perch,Cymatogaster,aggregata,41,1.382,2.99
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Black Surfperch,Embiotoca,jacksoni,78,14.518,3.31
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Black Surfperch,Embiotoca,jacksoni,75,12.886,3.31
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Black Surfperch,Embiotoca,jacksoni,81,16.283,3.31
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,95,17.489,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,102,21.677,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,100,20.419,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,74,8.225,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,46,1.957,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,35,0.857,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,45,1.831,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,43,1.596,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,76,8.914,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,71,7.258,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,36,0.933,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,64,5.305,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,52,2.834,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,47,2.088,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,42,1.487,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,43,1.596,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,35,0.857,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,36,0.933,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,37,1.014,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,37,1.014,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,50,2.517,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,46,1.957,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,42,1.487,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,45,1.831,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,39,1.189,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Dwarf Surfperch,Micrometrus,minimus,39,1.189,2.78
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,White Surfperch,Phanerodon,furcatus,37,0.713,3.3
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Rockfish YOY,Sebastes,NA,42,1.37,3.769
1,Windy Cove,2016,seagrass,35.35009,-120.844383,7/12/2016,9:30 AM,23.5,Bay Pipefish,Syngnathus,leptorhynchus,152,1.436,3.24
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,13,0.077,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,43,1.534,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,91,9.992,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,60,3.527,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,96,11.422,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,82,7.702,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,68,4.823,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,48,2.019,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,80,7.241,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,51,2.35,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,74,5.959,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,59,3.382,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,60,3.527,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,42,1.446,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Atherinops,affinis,43,1.534,2.76
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Arrow Goby,Clevelandia,ios,43,0.756,3.12
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Arrow Goby,Clevelandia,ios,57,1.791,3.12
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,72,7.571,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,99,19.809,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,95,17.489,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,79,10.02,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,62,4.82,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,72,7.571,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,47,2.088,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,44,1.711,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,41,1.382,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,42,1.487,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Shiner Perch,Cymatogaster,aggregata,41,1.382,2.99
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Black Surfperch,Embiotoca,jacksoni,84,18.187,3.31
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Black Surfperch,Embiotoca,jacksoni,70,10.448,3.31
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Pacific Staghorn Sculpin,Leptocottus,armatus,108,18.403,3.68
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Topsmelt,Leptocottus,armatus,22,0.124,3.68
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Dwarf Surfperch,Micrometrus,minimus,107,25.048,2.78
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Rockfish YOY,Sebastes,NA,25,0.289,3.769
2,Windy Cove,2016,unvegetated,35.349622,-120.844105,7/12/2016,10:30 AM,23.4,Bay Pipefish,Syngnathus,leptorhynchus,226,4.89,3.24
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Topsmelt,Atherinops,affinis,14,0.093,2.76
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Topsmelt,Atherinops,affinis,16,0.13,2.76
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Topsmelt,Atherinops,affinis,15,0.11,2.76
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Topsmelt,Atherinops,affinis,14,0.093,2.76
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Topsmelt,Atherinops,affinis,15,0.11,2.76
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Topsmelt,Atherinops,affinis,17,0.151,2.76
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,44,0.811,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,48,1.058,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,43,0.756,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,37,0.477,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,32,0.306,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,35,0.403,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,40,0.606,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,30,0.251,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,42,0.703,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,31,0.278,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,32,0.306,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,38,0.518,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,38,0.518,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,35,0.403,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,25,0.144,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,36,0.439,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,47,0.992,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,22,0.097,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,43,0.756,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,33,0.336,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,42,0.703,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,43,0.756,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,29,0.226,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Arrow Goby,Clevelandia,ios,26,0.162,3.12
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,47,2.088,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,80,10.408,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,53,3.002,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,53,3.002,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,80,10.408,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,74,8.225,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,44,1.711,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,51,2.672,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,62,4.82,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,49,2.368,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,48,2.225,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,58,3.941,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,59,4.15,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,45,1.831,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,52,2.834,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,40,1.283,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,46,1.957,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,49,2.368,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,45,1.831,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,50,2.517,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,43,1.596,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,45,1.831,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,45,1.831,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,48,2.225,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,47,2.088,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,46,1.957,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,45,1.831,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,46,1.957,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Shiner Perch,Cymatogaster,aggregata,43,1.596,2.99
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,36,0.933,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,50,2.517,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,38,1.099,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,50,2.517,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,45,1.831,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,45,1.831,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,53,3.002,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,48,2.225,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,54,3.176,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,50,2.517,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,39,1.189,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,44,1.711,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,113,29.535,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Dwarf Surfperch,Micrometrus,minimus,80,10.408,2.78
3,Windy Cove,2016,seagrass,35.350758,-120.844688,7/13/2016,10:26 AM,16.5,Rockfish YOY,Sebastes,NA,25,0.289,3.769
